,Name_URL,Name,Name1,Capacity,Price_GB,Type,Cache,FormFactor,Interface
17,https://pcpartpicker.com/product/W69tt6/western-digital-black-sn850-1-tb-m2-2280-nvme-solid-state-drive-wds100t1x0e,https://cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg,western digital black sn850,1024.0,$0.139,SSD,,M.2-2280,M.2 (M)
18,https://pcpartpicker.com/product/64MTwP/team-mp33-1-tb-m2-2280-nvme-solid-state-drive-tm8fp6001t0c101,https://cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,teamgroup mp33,1024.0,$0.064,SSD,,M.2-2280,M.2 (M)
19,https://pcpartpicker.com/product/6LGnTW/western-digital-black-sn850-2-tb-m2-2280-nvme-solid-state-drive-wds200t1x0e,https://cdna.pcpartpicker.com/static/forever/images/product/d54938a88ad375113bb71ada129e2e8c.256p.jpg,western digital black sn850,2048.0,$0.120,SSD,,M.2-2280,M.2 (M)
20,https://pcpartpicker.com/product/btDzK8/kingston-a400-240gb-25-solid-state-drive-sa400s37240g,https://cdna.pcpartpicker.com/static/forever/images/product/97e2bd828644767c8a80b71f8cb14743.256p.jpg,kingston a400,240.0,$0.121,SSD,,"2.5""",SATA 6.0 Gb/s
21,https://pcpartpicker.com/product/44Gj4D/seagate-barracuda-1tb-35-7200rpm-internal-hard-drive-st1000dm010,https://m.media-amazon.com/images/I/41wwwZwF7oL.jpg,seagate barracuda,1024.0,$0.045,7200RPM,64,"3.5""",SATA 6.0 Gb/s
22,https://pcpartpicker.com/product/m6rRsY/samsung-980-500-gb-m2-2280-nvme-solid-state-drive-mz-v8v500bam,https://cdna.pcpartpicker.com/static/forever/images/product/ca0b46376f072d2483c385bad50c6310.256p.jpg,samsung 980,500.0,$0.120,SSD,,M.2-2280,M.2 (M)
23,https://pcpartpicker.com/product/9FH7YJ/western-digital-blue-sn570-500-gb-m2-2280-nvme-solid-state-drive-wds500g3b0c,https://cdna.pcpartpicker.com/static/forever/images/product/820f4e4ac27af85645afeaabc7b82f04.256p.jpg,western digital blue sn570,500.0,$0.100,SSD,,M.2-2280,M.2 (M)
24,https://pcpartpicker.com/product/gHNxFT/western-digital-wd-blue-2-tb-35-7200rpm-internal-hard-drive-wd20ezbx,https://cdna.pcpartpicker.com/static/forever/images/product/0b9bfd76b0d511a6eff3730d12d5f95c.256p.jpg,western digital blue,2048.0,$0.023,7200RPM,256,"3.5""",SATA 6.0 Gb/s
25,https://pcpartpicker.com/product/qZH7YJ/seagate-ironwolf-pro-20-tb-35-7200rpm-internal-hard-drive-st20000ne000,https://cdna.pcpartpicker.com/static/forever/images/product/78896574dfc1d9ca0e1ecf95b8a0ef2a.256p.jpg,seagate ironwolf pro,20480.0,$0.025,7200RPM,256,"3.5""",SATA 6.0 Gb/s
26,https://pcpartpicker.com/product/h3tQzy/crucial-mx500-1tb-25-solid-state-drive-ct1000mx500ssd1,https://cdna.pcpartpicker.com/static/forever/images/product/2983fbcd487b315b31855399829b532c.256p.jpg,crucial mx500,1024.0,$0.100,SSD,1024,"2.5""",SATA 6.0 Gb/s
27,https://pcpartpicker.com/product/CTTp99/sabrent-rocket-4-plus-8-tb-m2-2280-nvme-solid-state-drive-sb-rkt4p-8tb,https://m.media-amazon.com/images/I/41OMsuF3ZKL.jpg,sabrent rocket 4 plus,8192.0,,SSD,,M.2-2280,M.2 (M)
28,https://pcpartpicker.com/product/Brvqqs/team-mp33-512-gb-m2-2280-nvme-solid-state-drive-tm8fp6512g0c101,https://cdna.pcpartpicker.com/static/forever/images/product/567dfd409067c0a10aa67fc3c720c46d.256p.jpg,teamgroup mp33,512.0,$0.078,SSD,,M.2-2280,M.2 (M)
29,https://pcpartpicker.com/product/R7FKHx/samsung-870-qvo-2-tb-25-solid-state-drive-mz-77q2t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg,samsung 870 qvo,2048.0,$0.090,SSD,,"2.5""",SATA 6.0 Gb/s
30,https://pcpartpicker.com/product/H8XJ7P/kingston-nv1-500-gb-m2-2280-nvme-solid-state-drive-snvs500g,https://cdna.pcpartpicker.com/static/forever/images/product/4b38e34b765a81eddcd84d5450a7f353.256p.jpg,kingston nv1,500.0,$0.084,SSD,,M.2-2280,M.2 (M)
31,https://pcpartpicker.com/product/QggQzy/crucial-p2-2-tb-m2-2280-nvme-solid-state-drive-ct2000p2ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/b6d18344cd27c22109c45e54a9c7d86d.256p.jpg,crucial p2,2048.0,$0.091,SSD,,M.2-2280,M.2 (M)
32,https://pcpartpicker.com/product/YVytt6/western-digital-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0e,https://cdna.pcpartpicker.com/static/forever/images/product/8fcb88c883df1ee3563538df639a08c8.256p.jpg,western digital black sn770,1024.0,$0.105,SSD,,M.2-2280,M.2 (M)
33,https://pcpartpicker.com/product/7nXJ7P/crucial-p5-plus-1-tb-m2-2280-nvme-solid-state-drive-ct1000p5pssd8,https://cdna.pcpartpicker.com/static/forever/images/product/43c2b68eaed9cd66fa6d7d71ee8e2756.256p.jpg,crucial p5 plus,1024.0,$0.128,SSD,,M.2-2280,M.2 (M)
34,https://pcpartpicker.com/product/mRpmP6/samsung-870-evo-500-gb-25-solid-state-drive-mz-77e500bam,https://cdna.pcpartpicker.com/static/forever/images/product/2c576ecaedba7428ac231ac4f1e12a4d.256p.jpg,samsung 870 evo,500.0,$0.125,SSD,512,"2.5""",SATA 6.0 Gb/s
35,https://pcpartpicker.com/product/w96qqs/samsung-980-pro-500-gb-m2-2280-nvme-solid-state-drive-mz-v8p500bam,https://cdna.pcpartpicker.com/static/forever/images/product/81d258654f0eb603dc240de6cbca9754.256p.jpg,samsung 980 pro,500.0,$0.210,SSD,512,M.2-2280,M.2 (M)
36,https://pcpartpicker.com/product/7Qvqqs/samsung-870-qvo-8-tb-25-solid-state-drive-mz-77q8t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/29b838814626cac9b060a2d2c0a293cd.256p.jpg,samsung 870 qvo,8192.0,$0.087,SSD,,"2.5""",SATA 6.0 Gb/s
37,https://pcpartpicker.com/product/BDYLrH/samsung-970-evo-plus-250-gb-m2-2280-nvme-solid-state-drive-mz-v7s250bam,https://cdna.pcpartpicker.com/static/forever/images/product/25a1bf52562913032cce0b7a71b9e323.256p.jpg,samsung 970 evo plus,250.0,$0.260,SSD,512,M.2-2280,M.2 (M)
38,https://pcpartpicker.com/product/4NWzK8/kingston-nv1-1-tb-m2-2280-nvme-solid-state-drive-snvs1000g,https://cdna.pcpartpicker.com/static/forever/images/product/4b38e34b765a81eddcd84d5450a7f353.256p.jpg,kingston nv1,1024.0,$0.078,SSD,,M.2-2280,M.2 (M)
39,https://pcpartpicker.com/product/9wVmP6/western-digital-wd-blue-4-tb-35-5400rpm-internal-hard-drive-wd40ezaz,https://cdna.pcpartpicker.com/static/forever/images/product/84d21e519b342daa8e8d2326b7c89e19.256p.jpg,western digital blue,4096.0,$0.015,5400RPM,256,"3.5""",SATA 6.0 Gb/s
40,https://pcpartpicker.com/product/x9gQzy/corsair-mp400-8-tb-m2-2280-nvme-solid-state-drive-cssd-f8000gbmp400,https://cdna.pcpartpicker.com/static/forever/images/product/ff845613cc0803168356a8450932e542.256p.jpg,corsair mp400,8192.0,,SSD,,M.2-2280,M.2 (M)
41,https://pcpartpicker.com/product/jpM48d/western-digital-gold-20-tb-35-7200rpm-internal-hard-drive-wd201kryz,https://cdna.pcpartpicker.com/static/forever/images/product/71463815724e6a04150fed8299be195f.256p.jpg,western digital gold,20480.0,$0.035,7200RPM,512,"3.5""",SATA 6.0 Gb/s
42,https://pcpartpicker.com/product/3CmmP6/samsung-870-evo-2-tb-25-solid-state-drive-mz-77e2t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/2c576ecaedba7428ac231ac4f1e12a4d.256p.jpg,samsung 870 evo,2048.0,$0.099,SSD,2048,"2.5""",SATA 6.0 Gb/s
43,https://pcpartpicker.com/product/RBD7YJ/samsung-870-evo-4-tb-25-solid-state-drive-mz-77e4t0bam,https://cdna.pcpartpicker.com/static/forever/images/product/2c576ecaedba7428ac231ac4f1e12a4d.256p.jpg,samsung 870 evo,4096.0,$0.108,SSD,4096,"2.5""",SATA 6.0 Gb/s
44,https://pcpartpicker.com/product/94gQzy/silicon-power-p34a60-512-gb-m2-2280-nvme-solid-state-drive-sp512gbp34a60m28,https://cdna.pcpartpicker.com/static/forever/images/product/229130faab065e7908c58fd694f78e1a.256p.jpg,silicon power p34a60,512.0,$0.078,SSD,,M.2-2280,M.2 (M)
45,https://pcpartpicker.com/product/nF8j4D/crucial-mx500-2tb-25-solid-state-drive-ct2000mx500ssd1,https://cdna.pcpartpicker.com/static/forever/images/product/24739d2c05e810fd8c8d6883e6ed10fe.256p.jpg,crucial mx500,2048.0,$0.100,SSD,2048,"2.5""",SATA 6.0 Gb/s
46,https://pcpartpicker.com/product/P8Z9TW/western-digital-wd_black-sn750-se-1-tb-m2-2280-nvme-solid-state-drive-wds100t1b0e,https://cdna.pcpartpicker.com/static/forever/images/product/08105799a06f56c779261642b857dd7f.256p.jpg,western digital black sn750 se,1024.0,$0.095,SSD,,M.2-2280,M.2 (M)
47,https://pcpartpicker.com/product/vXH8TW/seagate-ironwolf-pro-4-tb-35-7200rpm-internal-hard-drive-st4000ne001,https://cdna.pcpartpicker.com/static/forever/images/product/01f719cd8e7e03916233fb39a9c5ca26.256p.jpg,seagate ironwolf pro,4096.0,$0.031,7200RPM,256,"3.5""",SATA 6.0 Gb/s
48,https://pcpartpicker.com/product/QQrmP6/western-digital-wd_black-sn750-1-tb-m2-2280-nvme-solid-state-drive-wds100t3x0c,https://cdna.pcpartpicker.com/static/forever/images/product/0e711f3edb98f9680cc528271201d8d2.256p.jpg,western digital black sn750,1024.0,$0.110,SSD,,M.2-2280,M.2 (M)
49,https://pcpartpicker.com/product/GTCD4D/western-digital-blue-1tb-25-solid-state-drive-wds100t2b0a,https://cdna.pcpartpicker.com/static/forever/images/product/a3b09866e3716566572bf9a13792cc85.256p.jpg,western digital blue,1024.0,$0.090,SSD,,"2.5""",SATA 6.0 Gb/s
50,https://pcpartpicker.com/product/vY3H99/team-ms30-512-gb-m2-2280-solid-state-drive-tm8ps7512g0c101,https://m.media-amazon.com/images/I/41BhISUhIIL.jpg,teamgroup ms30,512.0,$0.068,SSD,,M.2-2280,M.2 (B+M)
51,https://pcpartpicker.com/product/9nhKHx/intel-660p-series-1tb-m2-2280-solid-state-drive-ssdpeknw010t8x1,https://cdna.pcpartpicker.com/static/forever/images/product/72ac6b04347d22c2592029d4a49bc5ed.256p.jpg,intel 660p,1044.48,$0.083,SSD,,M.2-2280,M.2 (M)
52,https://pcpartpicker.com/product/ft8j4D/crucial-mx500-500gb-25-solid-state-drive-ct500mx500ssd1,https://cdna.pcpartpicker.com/static/forever/images/product/d9cccb47a1d6da491f3c6e74ad51e80b.256p.jpg,crucial mx500,500.0,$0.120,SSD,512,"2.5""",SATA 6.0 Gb/s
53,https://pcpartpicker.com/product/JLdxFT/samsung-970-evo-10tb-m2-2280-solid-state-drive-mz-v7e1t0baw,https://cdna.pcpartpicker.com/static/forever/images/product/09a31f32abb3daaf5ed9b849bd60e675.256p.jpg,samsung 970 evo,1024.0,$0.180,SSD,1024,M.2-2280,M.2 (M)
54,https://pcpartpicker.com/product/HmmFf7/sabrent-rocket-q-1-tb-m2-2280-nvme-solid-state-drive-sb-rktq-1tb,https://m.media-amazon.com/images/I/41P-zScM92L.jpg,sabrent rocket q,1024.0,$0.090,SSD,,M.2-2280,M.2 (M)
55,https://pcpartpicker.com/product/qLRzK8/seagate-barracuda-compute-8-tb-35-7200rpm-internal-hard-drive-st8000dmz04,https://m.media-amazon.com/images/I/41oIXE84EYL.jpg,seagate barracuda compute,8192.0,$0.017,5400RPM,256,"3.5""",SATA 6.0 Gb/s
56,https://pcpartpicker.com/product/L3jNnQ/crucial-p2-250-gb-m2-2280-nvme-solid-state-drive-ct250p2ssd8,https://cdna.pcpartpicker.com/static/forever/images/product/ce4fd57ee655bf400a82aa84f6ec7ac5.256p.jpg,crucial p2,250.0,$0.160,SSD,,M.2-2280,M.2 (M)
57,https://pcpartpicker.com/product/XZhKHx/team-ms30-1-tb-m2-2280-solid-state-drive-tm8ps7001t0c101,https://cdna.pcpartpicker.com/static/forever/images/product/6c56efb792800668ebdf88501040055a.256p.jpg,teamgroup ms30,1024.0,$0.065,SSD,,M.2-2280,M.2 (B+M)
58,https://pcpartpicker.com/product/nqqbt6/intel-dc-p3700-800-gb-25-solid-state-drive-ssdpe2md800g401,https://images-na.ssl-images-amazon.com/images/I/41kU5gi1pCL.jpg,intel dc p3700,800.0,$4.375,SSD,,"2.5""",U.2
59,https://pcpartpicker.com/product/CVmmP6/seagate-firecuda-530-4-tb-m2-2280-nvme-solid-state-drive-zp4000gm3a013,https://cdna.pcpartpicker.com/static/forever/images/product/45bb5064d2cbc808e4be407cab78f026.256p.jpg,seagate firecuda 530,4096.0,$0.167,SSD,,M.2-2280,M.2 (M)
60,https://pcpartpicker.com/product/4KRYcf/western-digital-2-tb-m2-2280-nvme-solid-state-drive-wds200t3x0e,https://m.media-amazon.com/images/I/310UZVOtlfL.jpg,western digital black sn770,2048.0,$0.100,SSD,,M.2-2280,M.2 (M)
61,https://pcpartpicker.com/product/jhfFf7/western-digital-black-sn850-500-gb-m2-2280-nvme-solid-state-drive-wds500g1x0e,https://cdna.pcpartpicker.com/static/forever/images/product/67ae19fe7847cb5bf67f4448e717e831.256p.jpg,western digital black sn850,500.0,$0.170,SSD,,M.2-2280,M.2 (M)
62,https://pcpartpicker.com/product/LFZzK8/crucial-bx500-1-tb-25-solid-state-drive-ct1000bx500ssd1,https://m.media-amazon.com/images/I/41Fi4L5w9yL.jpg,crucial bx500,1024.0,$0.087,SSD,,"2.5""",SATA 6.0 Gb/s
63,https://pcpartpicker.com/product/VZWzK8/crucial-p5-plus-2-tb-m2-2280-nvme-solid-state-drive-ct2000p5pssd8,https://cdna.pcpartpicker.com/static/forever/images/product/43c2b68eaed9cd66fa6d7d71ee8e2756.256p.jpg,crucial p5 plus,2048.0,$0.120,SSD,,M.2-2280,M.2 (M)
64,https://pcpartpicker.com/product/dGHRsY/western-digital-black-4tb-35-7200rpm-internal-hard-drive-wd4005fzbx,https://cdna.pcpartpicker.com/static/forever/images/product/dc58ee9ce6cab5a48b663ca2eee20420.256p.jpg,western digital black,4096.0,$0.036,7200RPM,256,"3.5""",SATA 6.0 Gb/s
65,https://pcpartpicker.com/product/fVYQzy/sabrent-rocket-40-1-tb-m2-2280-solid-state-drive-sb-rocket-nvme4-1tb,https://m.media-amazon.com/images/I/41VFjCUqGoL.jpg,sabrent rocket 4.0,1024.0,$0.130,SSD,,M.2-2280,M.2 (M)
