,Name_URL,Name,Name1,Speed,Modules,Price_GB,Color,FirstWordLatency,CASLatency
2627,https://pcpartpicker.com/product/px4BD3/gskill-trident-z-royal-32-gb-2-x-16-gb-ddr4-3600-cl14-memory-f4-3600c14d-32gtrg,https://cdna.pcpartpicker.com/static/forever/images/product/c16a2c8116dce7b500519ca48342728b.256p.jpg,g.skill trident z royal 32 gb,DDR4-3600,2 x 16GB,$9.375,"Color
Gold",7.778,14.0
2628,https://pcpartpicker.com/product/kFD7YJ/pny-xlr8-16-gb-2-x-8-gb-ddr4-3600-cl18-memory-md16gk2d4360018lp,https://cdna.pcpartpicker.com/static/forever/images/product/adb3cb3122e098630f47233e085ba4ae.256p.jpg,pny xlr8 16 gb,DDR4-3600,2 x 8GB,$3.812,"Color
Black",10.0,18.0
2629,https://pcpartpicker.com/product/Pvg323/crucial-memory-ct16g3ersld4160b,https://cdna.pcpartpicker.com/static/forever/images/product/870cc1761370c4c5ebf4937fdbb3519e.256p.jpg,crucial ct16g3ersld4160b 16 gb,DDR3-1600,1 x 16GB,$2.999,"Color
Black / Green",13.75,11.0
2630,https://pcpartpicker.com/product/Bk4gXL/gskill-memory-f32133c11q32gar,https://m.media-amazon.com/images/I/51-W6MHf-VL.jpg,g.skill ares 32 gb,DDR3-2133,4 x 8GB,,"Color
Black / Red",10.314,11.0
2631,https://pcpartpicker.com/product/xrvZxr/corsair-vengeance-led-32gb-2-x-16gb-ddr4-2666-memory-cmu32gx4m2a2666c16,https://cdna.pcpartpicker.com/static/forever/images/product/245c24fdd1f30fdf59e72ef44a949c67.256p.jpg,corsair vengeance led 32 gb,DDR4-2666,2 x 16GB,$5.625,"Color
Black / White",12.003,16.0
2632,https://pcpartpicker.com/product/xL7p99/gskill-ripjaws-v-32-gb-1-x-32-gb-ddr4-2666-memory-f4-2666c18s-32gvk,https://cdna.pcpartpicker.com/static/forever/images/product/956d0dd9547920cdd9d5ea2959ba6a4c.256p.jpg,g.skill ripjaws v 32 gb,DDR4-2666,1 x 32GB,,"Color
Black",13.503,18.0
2633,https://pcpartpicker.com/product/W4jBD3/gskill-tridentz-rgb-64-gb-8-x-8-gb-ddr4-3600-cl14-memory-f4-3600c14q2-64gtzra,https://cdna.pcpartpicker.com/static/forever/images/product/58094b78d0fd3465fbcb3882fe21d642.256p.jpg,g.skill tridentz rgb  64 gb,DDR4-3600,8 x 8GB,$10.312,"Color
Black",7.778,14.0
2634,https://pcpartpicker.com/product/NZsnTW/kingston-server-premier-16-gb-1-x-16-gb-registered-ddr4-3200-cl22-memory-ksm32rs416hdr,https://m.media-amazon.com/images/I/31Vphlem7hL.jpg,kingston server premier 16 gb,DDR4-3200,1 x 16GB,$6.098,Color,13.75,22.0
2635,https://pcpartpicker.com/product/yK9KHx/gskill-memory-f312800cl9q16gbrl,https://images-na.ssl-images-amazon.com/images/I/21ftsomYU8L.jpg,g.skill ripjaws 16 gb,DDR3-1600,4 x 4GB,$11.249,"Color
Black / Red",11.25,9.0
2636,https://pcpartpicker.com/product/M2tCmG/hp-memory-647901b21,https://cdna.pcpartpicker.com/static/forever/images/product/9ed2f167c2db3ad4c1c76786cc3233e0.256p.jpg,hp 647901-b21 16 gb,DDR3-1333,1 x 16GB,$1.871,"Color
Black / Green",13.503,9.0
2637,https://pcpartpicker.com/product/w998TW/gskill-memory-f31600c9d16gab,https://cdna.pcpartpicker.com/static/forever/images/product/a825dc0e71c8e363a236cb5b04543464.256p.jpg,g.skill ares 16 gb,DDR3-1600,2 x 8GB,$4.062,"Color
Blue",11.25,9.0
2638,https://pcpartpicker.com/product/GH6BD3/kingston-memory-kvr1333d3e9sk216g,https://cdna.pcpartpicker.com/static/forever/images/product/918beb6c3f69f7493e67351a7cc2782f.256p.jpg,kingston kvr1333d3e9sk2/16g 16 gb,DDR3-1333,2 x 8GB,$11.180,"Color
Green",13.503,9.0
2639,https://pcpartpicker.com/product/YpKcCJ/kingston-hyperx-impact-32gb-2-x-16gb-ddr4-2666-memory-hx426s15ib2k232,https://cdna.pcpartpicker.com/static/forever/images/product/b88b0e599273c1b330bcf7ad7f9b29fc.256p.jpg,kingston hyperx impact 32 gb,DDR4-2666,2 x 16GB,,"Color
Black",11.253,15.0
2640,https://pcpartpicker.com/product/q3wkcf/gskill-trident-z-royal-64-gb-4-x-16-gb-ddr4-3600-memory-f4-3600c16q-64gtrs,https://cdna.pcpartpicker.com/static/forever/images/product/7669fcda2681029adff42b7d1a8c75b4.256p.jpg,g.skill trident z royal 64 gb,DDR4-3600,4 x 16GB,,"Color
Silver",8.889,16.0
2641,https://pcpartpicker.com/product/kxkWGX/gskill-trident-z5-32-gb-2-x-16-gb-ddr5-5600-cl40-memory-f5-5600u4040c16gx2-tz5k,https://cdna.pcpartpicker.com/static/forever/images/product/059e6d6017ead2d22acc5b40c80daf91.256p.jpg,g.skill trident z5 32 gb,DDR5-5600,2 x 16GB,,"Color
Black / Silver",14.286,40.0
2642,https://pcpartpicker.com/product/HktCmG/gskill-memory-f312800cl9d4gbrl,https://images-na.ssl-images-amazon.com/images/I/51xi0A19G9L.jpg,g.skill ripjaws 4 gb,DDR3-1600,2 x 2GB,$6.685,"Color
Black / Red",11.25,9.0
2643,https://pcpartpicker.com/product/Lb9KHx/gskill-memory-f310600cl9s2gbns,https://images-na.ssl-images-amazon.com/images/I/41fnZwNLq6L.jpg,g.skill ns 2 gb,DDR3-1333,1 x 2GB,$6.385,"Color
Green",13.503,9.0
2644,https://pcpartpicker.com/product/r3PfrH/corsair-memory-cmv8gx3m2a1600c11,https://cdna.pcpartpicker.com/static/forever/images/product/84bf4e3f9b4482ded1f5dd26bfb691e6.256p.jpg,corsair cmv8gx3m2a1600c11 8 gb,DDR3-1600,2 x 4GB,$6.249,"Color
Green",13.75,11.0
2645,https://pcpartpicker.com/product/xFvRsY/corsair-8-gb-1-x-8-gb-ddr3-1600-cl11-memory-cmv8gx3m1a1600c11,https://cdna.pcpartpicker.com/static/forever/images/product/5f687ca65c91e64ccd77d428626b0214.256p.jpg,corsair cmv8gx3m1a1600c11 8 gb,DDR3-1600,1 x 8GB,$5.624,"Color
Green",13.75,11.0
2646,https://pcpartpicker.com/product/DH6BD3/corsair-memory-cmy32gx3m4b2666c11r,https://cdna.pcpartpicker.com/static/forever/images/product/af512bda3bc0cc16689600b9ef8748b3.med.256p.jpg,corsair vengeance pro 32 gb,DDR3-2666,4 x 8GB,,"Color
Black / Red",8.252,11.0
2647,https://pcpartpicker.com/product/JCfp99/corsair-memory-cmy8gx3m2a2133c8r,https://m.media-amazon.com/images/I/41AlZEIjLGL.jpg,corsair vengeance pro 8 gb,DDR3-2133,2 x 4GB,,"Color
Black / Red",7.501,8.0
2648,https://pcpartpicker.com/product/vmV48d/kingston-memory-kvr18l13q432,https://m.media-amazon.com/images/I/31O-GqNysqL.jpg,kingston kvr18l13q4/32 32 gb,DDR3-1866,1 x 32GB,$4.656,"Color
Gray",13.934,13.0
2649,https://pcpartpicker.com/product/qzBv6h/kingston-memory-kvr16e11k432,https://m.media-amazon.com/images/I/41ZtzUuyY8L.jpg,kingston kvr16e11k4/32 32 gb,DDR3-1600,4 x 8GB,$7.608,"Color
Green",13.75,11.0
2650,https://pcpartpicker.com/product/fK38TW/corsair-memory-cmk8gx4m2b4133c19,https://m.media-amazon.com/images/I/41pzvGmfiPL.jpg,corsair vengeance lpx 8 gb,DDR4-4133,2 x 4GB,$38.509,"Color
Black / Yellow",9.194,19.0
2651,https://pcpartpicker.com/product/234NnQ/corsair-vengeance-led-32gb-4-x-8gb-ddr4-3200-memory-cmu32gx4m4c3200c16,https://cdna.pcpartpicker.com/static/forever/images/product/28f534d0d3e79a701c2f9ccfc576a441.256p.jpg,corsair vengeance led 32 gb,DDR4-3200,4 x 8GB,,"Color
Black / White",10.0,16.0
2652,https://pcpartpicker.com/product/TGFXsY/gskill-flare-x-16gb-2-x-8gb-ddr4-2133-memory-f4-2133c15d-16gfx,https://cdna.pcpartpicker.com/static/forever/images/product/4aae2f66c00e251dd363fd16c850b3eb.256p.jpg,g.skill flare x 16 gb,DDR4-2133,2 x 8GB,,"Color
Black",14.065,15.0
2653,https://pcpartpicker.com/product/CnzZxr/team-night-hawk-rgb-16gb-2-x-8gb-ddr4-3000-memory-tf2d416g3000hc16cdc01,https://cdna.pcpartpicker.com/static/forever/images/product/5081876bd5a7b4cb146ef23620b9a289.256p.jpg,teamgroup night hawk rgb 16 gb,DDR4-3000,2 x 8GB,$9.687,"Color
White",10.667,16.0
2654,https://pcpartpicker.com/product/FZ22FT/corsair-vengeance-lpx-64gb-8-x-8gb-ddr4-3000-memory-cmk64gx4m8c3000c16,https://cdna.pcpartpicker.com/static/forever/images/product/e935680a1e112c1195186e35a2462e20.256p.jpg,corsair vengeance lpx 64 gb,DDR4-3000,8 x 8GB,$15.918,"Color
Black",10.667,16.0
2655,https://pcpartpicker.com/product/VWrmP6/patriot-signature-line-8gb-1-x-8gb-ddr4-2400-memory-psd48g240082,https://m.media-amazon.com/images/I/31kQgySJdQL.jpg,patriot signature line 8 gb,DDR4-2400,1 x 8GB,$8.285,"Color
Green / Black",14.167,17.0
2656,https://pcpartpicker.com/product/d622FT/patriot-viper-rgb-16gb-2-x-8gb-ddr4-2666-memory-pvr416g266c5k,https://cdna.pcpartpicker.com/static/forever/images/product/918451f10a02bb79522403b04cfa3b6b.256p.jpg,patriot viper rgb 16 gb,DDR4-2666,2 x 8GB,$13.335,"Color
Black / Silver",11.253,15.0
2657,https://pcpartpicker.com/product/TkBTwP/corsair-vengeance-rgb-pro-32-gb-4-x-8-gb-ddr4-3733-memory-cmw32gx4m4k3733c17,https://cdna.pcpartpicker.com/static/forever/images/product/73f85c9fa67d539be8df8376716fad93.256p.jpg,corsair vengeance rgb pro 32 gb,DDR4-3733,4 x 8GB,,"Color
Black",9.108,17.0
2658,https://pcpartpicker.com/product/v6CD4D/corsair-dominator-platinum-rgb-16-gb-2-x-8-gb-ddr4-3000-memory-cmt16gx4m2c3000c15,https://cdna.pcpartpicker.com/static/forever/images/product/d756aa5dc951a72c2cde2c8d1d7b7dca.256p.jpg,corsair dominator platinum rgb 16 gb,DDR4-3000,2 x 8GB,$8.437,"Color
Black",10.0,15.0
2659,https://pcpartpicker.com/product/NrJtt6/gskill-ripjaws-v-8-gb-2-x-4-gb-ddr4-2400-memory-f4-2400c17d-8gvr,https://cdna.pcpartpicker.com/static/forever/images/product/3e13b9670d54cb631a901927c5a79952.256p.jpg,g.skill ripjaws v 8 gb,DDR4-2400,2 x 4GB,,"Color
Red / Black",14.167,17.0
2660,https://pcpartpicker.com/product/JXstt6/kingston-fury-64-gb-4-x-16-gb-ddr4-2400-cl15-memory-hx424c15fb3k464,https://m.media-amazon.com/images/I/41vat7kvNoL.jpg,kingston fury 64 gb,DDR4-2400,4 x 16GB,,"Color
Black",12.5,15.0
2661,https://pcpartpicker.com/product/yzddnQ/geil-orion-amd-edition-32-gb-2-x-16-gb-ddr4-3600-cl18-memory-gaor432gb3600c18bdc,https://cdna.pcpartpicker.com/static/forever/images/product/d7f27c564be66001d587a2dd73b557eb.256p.jpg,geil orion amd edition 32 gb,DDR4-3600,2 x 16GB,$3.562,"Color
Red",10.0,18.0
2662,https://pcpartpicker.com/product/pR3gXL/kingston-fury-renegade-rgb-16-gb-1-x-16-gb-ddr4-3200-cl16-memory-kf432c16rb1a16,https://cdna.pcpartpicker.com/static/forever/images/product/f1b8eb960e36373dca60a6205fe148a9.256p.jpg,kingston fury renegade rgb 16 gb,DDR4-3200,1 x 16GB,$5.301,"Color
Black / Silver",10.0,16.0
2663,https://pcpartpicker.com/product/b6WzK8/kingston-fury-beast-32-gb-4-x-8-gb-ddr4-3600-cl18-memory-kf436c17bbk432,https://cdna.pcpartpicker.com/static/forever/images/product/315e07375f481e900ace3c889f1712ec.256p.jpg,kingston fury beast 32 gb,DDR4-3600,4 x 8GB,$8.491,"Color
Black",10.0,18.0
2664,https://pcpartpicker.com/product/rJdqqs/corsair-memory-twin2x40966400c5dhx,https://m.media-amazon.com/images/I/51Ye8y2DP-L.jpg,corsair xms2 4 gb,DDR2-800,2 x 2GB,$26.250,"Color
Black / White",12.5,5.0
