,Name_URL,Name,Name1,CoreCount,PerformanceCoreClock,PerformanceBoostClock,TDP,IntegratedGraphics,SMT
195,https://pcpartpicker.com/product/dVV48d/intel-cpu-bx80637i53570,https://images-na.ssl-images-amazon.com/images/I/51SE8s7Qz9L.jpg,intel core i5-3570,4,3.4,,77.0,Intel HD Graphics 2500,No
196,https://pcpartpicker.com/product/837wrH/intel-cpu-bx80621e52650,https://m.media-amazon.com/images/I/51tec6CjnxL.jpg,intel xeon e5-2650,8,2.0,2.8,95.0,None,Yes
197,https://pcpartpicker.com/product/P3CFf7/amd-ryzen-3-3200g-36-ghz-quad-core-oemtray-processor-yd3200c5m4mfh,https://cdna.pcpartpicker.com/static/forever/images/product/1367e7b7cd727836ed3685b95c2be94e.256p.jpg,amd ryzen 3 3200g,4,3.6,4.0,65.0,Radeon Vega 8,No
198,https://pcpartpicker.com/product/rD4BD3/intel-core-i5-9500-3-ghz-6-core-processor-bx80684i59500,https://images-eu.ssl-images-amazon.com/images/I/418Vdl99UyL.jpg,intel core i5-9500,6,3.0,4.4,65.0,Intel UHD Graphics 630,No
199,https://pcpartpicker.com/product/gryV3C/amd-ryzen-7-3800x-39-ghz-8-core-oemtray-processor-100-000000025,https://cdna.pcpartpicker.com/static/forever/images/product/1c98c8fccc44a3696129e74df5243312.256p.jpg,amd ryzen 7 3800x,8,3.9,4.5,105.0,None,Yes
200,https://pcpartpicker.com/product/vZTmP6/amd-cpu-adx240ock23gq,https://m.media-amazon.com/images/I/51m7y-3sPWL.jpg,amd athlon ii x2 240,2,2.8,,65.0,None,No
201,https://pcpartpicker.com/product/GmtWGX/intel-core-i9-7900x-33ghz-10-core-processor-bx80673i97900x,https://cdna.pcpartpicker.com/static/forever/images/product/934aeb46f8ae9d26bed3d673b7c635c9.256p.jpg,intel core i9-7900x,10,3.3,4.5,140.0,None,Yes
202,https://pcpartpicker.com/product/dmw323/amd-cpu-fd8320frhkbox,https://m.media-amazon.com/images/I/51rRMnzcyUL.jpg,amd fx-8320,8,3.5,,125.0,None,No
203,https://pcpartpicker.com/product/C2dFf7/intel-i7-7820x-36ghz-8-core-processor-bx80673i77820x,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,intel core i7-7820x,8,3.6,4.5,140.0,None,Yes
204,https://pcpartpicker.com/product/Wkyqqs/amd-ryzen-3-1200-12nm-31-ghz-quad-core-processor-yd1200bbafbox,https://cdna.pcpartpicker.com/static/forever/images/product/2718f93893c0e844d4eb23c81d86b009.256p.jpg,amd ryzen 3 1200 (12nm),4,3.1,3.4,65.0,None,No
205,https://pcpartpicker.com/product/NZgPxr/intel-core-i5-8400-28ghz-6-core-oemtray-processor-cm8068403358811,https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,intel core i5-8400,6,2.8,4.0,65.0,Intel UHD Graphics 630,No
206,https://pcpartpicker.com/product/VNV48d/intel-cpu-bx80557e1400,https://images-na.ssl-images-amazon.com/images/I/51Wn4iltlSL.jpg,intel celeron e1400,2,2.0,,65.0,None,No
207,https://pcpartpicker.com/product/47bp99/intel-cpu-hh80557pg0491m,https://images-na.ssl-images-amazon.com/images/I/41bi%2BMoKy%2BL.jpg,intel pentium e2200,2,2.2,,65.0,None,No
208,https://pcpartpicker.com/product/tZPgXL/intel-core-i3-10320-38-ghz-quad-core-processor-bx8070110320,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,intel core i3-10320,4,3.8,4.6,65.0,Intel UHD Graphics 630,Yes
209,https://pcpartpicker.com/product/8GcMnQ/intel-cpu-cm8066201920404,https://cdna.pcpartpicker.com/static/forever/images/product/68a2d7d02408cf9854c557a10603aa8b.256p.jpg,intel core i5-6500,4,3.2,3.6,65.0,Intel HD Graphics 530,No
210,https://pcpartpicker.com/product/yg9KHx/intel-cpu-bx80623g640,https://m.media-amazon.com/images/I/41Gl0OxUH8L.jpg,intel pentium g640,2,2.8,,65.0,Intel HD Graphics,No
211,https://pcpartpicker.com/product/ZyPfrH/intel-cpu-bx80623i52500,https://images-na.ssl-images-amazon.com/images/I/51kN8BWH8oL.jpg,intel core i5-2500,4,3.3,,95.0,Intel HD Graphics 2000,No
212,https://pcpartpicker.com/product/g9PgXL/intel-core-i3-10300-37-ghz-quad-core-processor-bx8070110300,https://m.media-amazon.com/images/I/419h1NMeqvL.jpg,intel core i3-10300,4,3.7,4.4,65.0,Intel UHD Graphics 630,Yes
213,https://pcpartpicker.com/product/Td98TW/intel-cpu-bx80671i76800k,https://cdna.pcpartpicker.com/static/forever/images/product/6a1373e54fbd08524d23f61ac7eb9711.256p.jpg,intel core i7-6800k,6,3.4,3.6,140.0,None,Yes
214,https://pcpartpicker.com/product/8Bn2FT/intel-cpu-bx80623i32100,https://m.media-amazon.com/images/I/51wyvjuFqVL.jpg,intel core i3-2100,2,3.1,,65.0,Intel HD Graphics 2000,Yes
215,https://pcpartpicker.com/product/8gKhP6/intel-pentium-g4560-35ghz-dual-core-processor-bx80677g4560,https://cdna.pcpartpicker.com/static/forever/images/product/78d5a83458df76aaff6112c60d482ff2.256p.jpg,intel pentium g4560,2,3.5,,54.0,Intel HD Graphics 610,Yes
216,https://pcpartpicker.com/product/yXDwrH/intel-cpu-bx80637i53470s,https://m.media-amazon.com/images/I/51hFUW9yT3L.jpg,intel core i5-3470s,4,2.9,,65.0,Intel HD Graphics 2500,No
217,https://pcpartpicker.com/product/kZkwrH/intel-core-i9-7960x-28ghz-16-core-oemtray-processor-cd8067303734802,https://cdna.pcpartpicker.com/static/forever/images/product/86dc01a773c3d1f95ea91de2819a7848.256p.jpg,intel core i9-7960x,16,2.8,4.4,165.0,None,Yes
218,https://pcpartpicker.com/product/Qs9KHx/intel-cpu-bx80646i54440,https://cdna.pcpartpicker.com/static/forever/images/product/0d6a3724134faabbccc1898c4f27c1dc.256p.jpg,intel core i5-4440,4,3.1,3.3,84.0,Intel HD Graphics 4600,No
219,https://pcpartpicker.com/product/w2JwrH/intel-cpu-bx80621e54650,https://images-na.ssl-images-amazon.com/images/I/51RJN9DPC5L.jpg,intel xeon e5-4650,8,2.7,3.3,130.0,None,Yes
220,https://pcpartpicker.com/product/ctGkcf/intel-cpu-bx80623g440,https://m.media-amazon.com/images/I/51ZLTGPHjLL.jpg,intel celeron g440,1,1.6,,35.0,Intel HD Graphics,No
221,https://pcpartpicker.com/product/bQrG3C/intel-cpu-bx80621e52680,https://m.media-amazon.com/images/I/511+dhEZPBL.jpg,intel xeon e5-2680,8,2.7,3.5,130.0,None,Yes
222,https://pcpartpicker.com/product/cRDzK8/amd-threadripper-1920x-35ghz-12-core-processor-yd192xa8aewof,https://cdna.pcpartpicker.com/static/forever/images/product/dfb011931e97f85c79165ed9e97aec59.256p.jpg,amd threadripper 1920x,12,3.5,4.0,180.0,None,Yes
223,https://pcpartpicker.com/product/w9VD4D/intel-core-i5-9400f-29-ghz-6-core-oemtray-processor-cm8068403358819,https://cdna.pcpartpicker.com/static/forever/images/product/04f08a1dee17429cdf0a6021ebe5351d.256p.jpg,intel core i5-9400f,6,2.9,4.1,65.0,None,No
224,https://pcpartpicker.com/product/z6gzK8/intel-core-i9-9900k-36ghz-8-core-oemtray-processor-cm8068403873914,https://cdna.pcpartpicker.com/static/forever/images/product/f4d973b5641fed5e6a0ea0116fcd3426.256p.jpg,intel core i9-9900k,8,3.6,5.0,95.0,Intel UHD Graphics 630,Yes
225,https://pcpartpicker.com/product/73jWGX/intel-core-i7-7700k-42ghz-quad-core-oemtray-processor-cm8067702868535,https://cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,intel core i7-7700k,4,4.2,4.5,91.0,Intel HD Graphics 630,Yes
226,https://pcpartpicker.com/product/yxm323/amd-athlon-200ge-32ghz-dual-core-oemtray-processor-yd200gc6m2ofb,https://cdna.pcpartpicker.com/static/forever/images/product/34a0c81b9caf1c467170ccffe1418812.256p.jpg,amd athlon 200ge,2,3.2,,35.0,Radeon Vega 3,Yes
227,https://pcpartpicker.com/product/vnQfrH/amd-ryzen-5-3400g-37-ghz-quad-core-oemtray-processor-yd3400c5m4mfh,https://cdna.pcpartpicker.com/static/forever/images/product/fd7b679a51670fc1161384cf95ba464f.256p.jpg,amd ryzen 5 3400g,4,3.7,4.2,65.0,Radeon Vega 11,Yes
228,https://pcpartpicker.com/product/s8h9TW/amd-cpu-fd8320frw8khk,https://m.media-amazon.com/images/I/21JD7tp2PWL.jpg,amd fx-8320,8,3.5,,125.0,None,No
229,https://pcpartpicker.com/product/dZphP6/intel-cpu-bx80637i33220,https://m.media-amazon.com/images/I/51KcX5RvY4L.jpg,intel core i3-3220,2,3.3,,55.0,Intel HD Graphics 2500,Yes
230,https://pcpartpicker.com/product/KPBv6h/amd-cpu-hdx840wfk42gm,https://m.media-amazon.com/images/I/51LrUNN4lIL.jpg,amd phenom ii x4 840,4,3.2,,95.0,None,No
231,https://pcpartpicker.com/product/RPhj4D/intel-core-i7-7700-36ghz-quad-core-oemtray-processor-cm8067702868314,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,intel core i7-7700,4,3.6,4.2,65.0,Intel HD Graphics 630,Yes
232,https://pcpartpicker.com/product/XMTPxr/intel-core-i5-8600-31ghz-6-core-processor-bx80684i58600,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,intel core i5-8600,6,3.1,4.3,65.0,Intel UHD Graphics 630,No
233,https://pcpartpicker.com/product/Jbbp99/amd-cpu-fd4300wmhkbox,https://m.media-amazon.com/images/I/51sxSgLD+aL.jpg,amd fx-4300,4,3.8,,95.0,None,No
234,https://pcpartpicker.com/product/8cdFf7/intel-core-i9-7980xe-26ghz-18-core-processor-bx80673i97980x,https://cdna.pcpartpicker.com/static/forever/images/product/ea6fb7fd04b7ce82ea8d3e1804736d1c.256p.jpg,intel core i9-7980xe,18,2.6,4.4,165.0,None,Yes
235,https://pcpartpicker.com/product/sBDzK8/intel-cpu-cm8064401609800,https://pcpartpicker.com/static/forever/img/no-image.png,intel xeon e5-2698 v3,16,2.3,3.6,135.0,None,Yes
236,https://pcpartpicker.com/product/tbtWGX/intel-cpu-cm8064401807100,https://images-na.ssl-images-amazon.com/images/I/51wnFRd39ZL.jpg,intel xeon e5-2697 v3,14,2.6,3.6,145.0,None,Yes
237,https://pcpartpicker.com/product/Jcw323/intel-cpu-bx80637i53330,https://m.media-amazon.com/images/I/51A5dehZLVL.jpg,intel core i5-3330,4,3.0,,77.0,Intel HD Graphics 2500,No
238,https://pcpartpicker.com/product/gnDJ7P/amd-threadripper-2920x-35-ghz-12-core-processor-yd292xa8afwof,https://cdna.pcpartpicker.com/static/forever/images/product/e5ec30e5856001c1f713bc38ef99b588.256p.jpg,amd threadripper 2920x,12,3.5,4.3,180.0,None,Yes
239,https://pcpartpicker.com/product/fYWBD3/intel-core-i9-10940x-33-ghz-14-core-processor-bx8069510940x,https://cdna.pcpartpicker.com/static/forever/images/product/665a1e6d9fce6e709588d6546b503b73.256p.jpg,intel core i9-10940x,14,3.3,4.8,165.0,None,Yes
240,https://pcpartpicker.com/product/3t7v6h/amd-ryzen-5-2400g-36ghz-quad-core-oemtray-processor-yd2400c5m4mfb,https://cdna.pcpartpicker.com/static/forever/images/product/f7db92c656335d75ea27d1c702a9de97.256p.jpg,amd ryzen 5 2400g,4,3.6,3.9,65.0,Radeon Vega 11,Yes
241,https://pcpartpicker.com/product/kWGj4D/amd-cpu-ad860kxbjabox,https://m.media-amazon.com/images/I/41S993K53EL.jpg,amd athlon x4 860k,4,3.7,4.0,95.0,None,No
242,https://pcpartpicker.com/product/wqYXsY/amd-cpu-fd6300wmw6khk,https://pcpartpicker.com/static/forever/img/no-image.png,amd fx-6300,6,3.5,,95.0,None,No
243,https://pcpartpicker.com/product/zTvRsY/intel-cpu-bx80648i75930k,https://cdna.pcpartpicker.com/static/forever/images/product/c3a4d344bc087f70d7f757a933edb454.256p.jpg,intel core i7-5930k,6,3.5,3.7,140.0,None,Yes
244,https://pcpartpicker.com/product/bWBTwP/intel-celeron-g4900-31ghz-dual-core-oemtray-processor-cm8068403378112,https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,intel celeron g4900,2,3.1,,65.0,Intel UHD Graphics 610,No
245,https://pcpartpicker.com/product/rMnG3C/intel-cpu-bx80644e52660v3,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,intel xeon e5-2660 v3,10,2.6,3.3,105.0,None,Yes
246,https://pcpartpicker.com/product/fdnG3C/intel-cpu-bx80644e52620v3,https://m.media-amazon.com/images/I/51vdDe8NA9L.jpg,intel xeon e5-2620 v3,6,2.4,3.2,85.0,None,Yes
247,https://pcpartpicker.com/product/KTtKHx/amd-ryzen-5-2600x-36-ghz-6-core-oemtray-processor-yd260xbcm6iaf,https://cdna.pcpartpicker.com/static/forever/images/product/bd22e4deac30110021a64d9c7f9b8944.256p.jpg,amd ryzen 5 2600x,6,3.6,4.2,95.0,None,Yes
248,https://pcpartpicker.com/product/DGL7YJ/intel-cpu-bx80660e52650v4,https://cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,intel xeon e5-2650 v4,12,2.2,2.9,105.0,None,Yes
249,https://pcpartpicker.com/product/Kpw7YJ/intel-core-i9-9980xe-3-thz-18-core-processor-bx80673i99980x,https://cdna.pcpartpicker.com/static/forever/images/product/19d02bd09fdd56c9d306559afd1dfff9.256p.jpg,intel core i9-9980xe,18,3.0,4.4,165.0,None,Yes
250,https://pcpartpicker.com/product/6Y38TW/amd-ryzen-7-1700x-34ghz-8-core-processor-yd170xbcaempk,https://m.media-amazon.com/images/I/41JKeOBa+zL.jpg,amd ryzen 7 1700x,8,3.4,3.8,95.0,None,Yes
251,https://pcpartpicker.com/product/TqxfrH/amd-cpu-ad785kxbjabox,https://m.media-amazon.com/images/I/31gcEgOF1EL.jpg,amd a10-7850k,4,3.7,4.0,95.0,Radeon R7 (on-die),No
252,https://pcpartpicker.com/product/KDGkcf/intel-cpu-bx80646i34130,https://cdna.pcpartpicker.com/static/forever/images/product/42a54c308242991186f4f6a3fde7603d.256p.jpg,intel core i3-4130,2,3.4,,54.0,Intel HD Graphics 4400,Yes
253,https://pcpartpicker.com/product/GRDwrH/intel-cpu-bx80646i54570s,https://cdna.pcpartpicker.com/static/forever/images/product/879dbd9928ddf663a836cc30e55a887d.256p.jpg,intel core i5-4570s,4,2.9,,65.0,Intel HD Graphics 4600,No
254,https://pcpartpicker.com/product/6Tzkcf/intel-pentium-gold-g5400-37ghz-dual-core-oemtray-processor-cm8068403360112,https://m.media-amazon.com/images/I/51CNDDg0VaL.jpg,intel pentium gold g5400,2,3.7,,58.0,Intel UHD Graphics 610,Yes
255,https://pcpartpicker.com/product/yxh9TW/amd-cpu-fd8350frw8khk,https://m.media-amazon.com/images/I/21AkfrcFLRL.jpg,amd fx-8350,8,4.0,,125.0,None,No
256,https://pcpartpicker.com/product/nqYXsY/amd-cpu-ad7600ybjabox,https://m.media-amazon.com/images/I/51dgA33KpmL.jpg,amd a8-7600,4,3.1,3.8,65.0,Radeon R7 (on-die),No
257,https://pcpartpicker.com/product/MJM323/intel-cpu-bx80671i76950x,https://m.media-amazon.com/images/I/41RbzAmPg7L.jpg,intel core i7-6950x,10,3.0,3.5,140.0,None,Yes
258,https://pcpartpicker.com/product/GdFKHx/amd-athlon-3000g-35-ghz-dual-core-oemtray-processor-yd3000c6m2ofh,https://cdna.pcpartpicker.com/static/forever/images/product/888490b03ca5aedfcd98c2f7363d2ed9.256p.jpg,amd athlon 3000g (14nm),2,3.5,,35.0,Radeon Vega 3,Yes
259,https://pcpartpicker.com/product/4RvZxr/intel-cpu-bx80671i76850k,https://cdna.pcpartpicker.com/static/forever/images/product/ba02f12ee3bb9892d21a4c3e26a3790f.256p.jpg,intel core i7-6850k,6,3.6,3.8,140.0,None,Yes
260,https://pcpartpicker.com/product/pQphP6/amd-cpu-fd4350frhkbox,https://cdna.pcpartpicker.com/static/forever/images/product/47df61e58e95efb22c12e87a7ed34236.med.256p.jpg,amd fx-4350,4,4.2,,125.0,None,No
261,https://pcpartpicker.com/product/XfK7YJ/amd-cpu-ad580kwoa44hj,https://pcpartpicker.com/static/forever/img/no-image.png,amd a10-5800k,4,3.8,,100.0,Radeon HD 7660D,No
262,https://pcpartpicker.com/product/vfrYcf/intel-core-i5-9500f-3-ghz-6-core-processor-bx80684i59500f,https://cdna.pcpartpicker.com/static/forever/images/product/49771d14d439cdcb225dcf97e3e4cb20.256p.jpg,intel core i5-9500f,6,3.0,4.4,65.0,None,No
263,https://pcpartpicker.com/product/TcQypg/intel-cpu-bx80648i75960x,https://cdna.pcpartpicker.com/static/forever/images/product/cba263028a1b6a8e4f8960837de3c83a.256p.jpg,intel core i7-5960x,8,3.0,3.5,140.0,None,Yes
264,https://pcpartpicker.com/product/FRckcf/intel-cpu-bx80637i33240,https://m.media-amazon.com/images/I/41ccBmvChnL.jpg,intel core i3-3240,2,3.4,,55.0,Intel HD Graphics 2500,Yes
265,https://pcpartpicker.com/product/Fcqbt6/intel-cpu-cm8066201919901,https://cdna.pcpartpicker.com/static/forever/images/product/ff61219ad339e92074ca68490a540ae4.256p.jpg,intel core i7-6700k,4,4.0,4.2,91.0,Intel HD Graphics 530,Yes
266,https://pcpartpicker.com/product/fKCwrH/intel-cpu-bx80646g3258,https://m.media-amazon.com/images/I/51KAbpUr9sL.jpg,intel pentium g3258,2,3.2,,53.0,Intel HD Graphics,No
267,https://pcpartpicker.com/product/3WMFf7/intel-cpu-cm8063501287602,https://cdna.pcpartpicker.com/static/forever/images/product/804af63db07f9e7824da7f7fe6e92734.256p.jpg,intel xeon e5-2650l v2,10,1.7,2.1,70.0,None,Yes
268,https://pcpartpicker.com/product/tzrG3C/intel-cpu-bx80601920,https://images-na.ssl-images-amazon.com/images/I/51caAnBbK%2BL.jpg,intel core i7-920,4,2.66,,130.0,None,Yes
269,https://pcpartpicker.com/product/qmrcCJ/amd-cpu-fd8300wmhkbox,https://images-fe.ssl-images-amazon.com/images/I/51OQzB3bsDL.jpg,amd fx-8300,8,3.3,,95.0,None,No
270,https://pcpartpicker.com/product/XLZQzy/intel-cpu-bx80619i73930k,https://m.media-amazon.com/images/I/517LUhhYF3L.jpg,intel core i7-3930k,6,3.2,,130.0,None,Yes
271,https://pcpartpicker.com/product/n9s8TW/amd-a10-9700-35ghz-quad-core-processor-ad9700agabbox,https://cdna.pcpartpicker.com/static/forever/images/product/f1f3a3a9dcb445a935834152bbc64f05.256p.jpg,amd a10-9700,4,3.5,3.8,65.0,Radeon R7 (on-die),No
272,https://pcpartpicker.com/product/YV7CmG/intel-cpu-bx80662g4400,https://cdna.pcpartpicker.com/static/forever/images/product/c96e3edad99c0ec51123f5b9c2d4a811.256p.jpg,intel pentium g4400,2,3.3,,54.0,Intel HD Graphics 510,No
273,https://pcpartpicker.com/product/hYrcCJ/intel-cpu-bx80646i34170,https://cdna.pcpartpicker.com/static/forever/images/product/14c2c0e177a9537c451ecb7da2b80781.256p.jpg,intel core i3-4170,2,3.7,,54.0,Intel HD Graphics 4400,Yes
274,https://pcpartpicker.com/product/8mrcCJ/amd-cpu-fd8370frhkhbx,https://cdna.pcpartpicker.com/static/forever/images/product/e5012bd035aa8d3c4088bc8fd43e8e21.256p.jpg,amd fx-8370,8,4.0,4.3,125.0,None,No
275,https://pcpartpicker.com/product/ymtWGX/intel-core-i7-7800x-35ghz-6-core-processor-bx80673i77800x,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,intel core i7-7800x,6,3.5,4.0,140.0,None,Yes
276,https://pcpartpicker.com/product/pvphP6/intel-cpu-bx80633i74930k,https://cdna.pcpartpicker.com/static/forever/images/product/a1466e1823404679892cb38473e6c5fd.256p.jpg,intel core i7-4930k,6,3.4,3.9,130.0,None,Yes
277,https://pcpartpicker.com/product/gWjWGX/intel-core-i5-7400-30ghz-quad-core-oemtray-processor-cm8067702867050,https://images-eu.ssl-images-amazon.com/images/I/51ZMybQM3cL.jpg,intel core i5-7400,4,3.0,3.5,65.0,Intel HD Graphics 630,No
278,https://pcpartpicker.com/product/NXyxFT/intel-cpu-bx80671i76900k,https://cdna.pcpartpicker.com/static/forever/images/product/8f6d753be524daf5a9c04d9131cb6f27.256p.jpg,intel core i7-6900k,8,3.2,3.7,140.0,None,Yes
279,https://pcpartpicker.com/product/TJwkcf/intel-core-i5-9600kf-37-ghz-6-core-oemtray-processor-cm8068403874410,https://cdna.pcpartpicker.com/static/forever/images/product/a289a7b9f1db29fdb4364c09d7d012f8.256p.jpg,intel core i5-9600kf,6,3.7,4.6,95.0,None,No
280,https://pcpartpicker.com/product/Frx9TW/intel-cpu-cm8064401544801,https://pcpartpicker.com/static/forever/img/no-image.png,intel xeon e5-2670 v3,12,2.3,3.1,120.0,None,Yes
281,https://pcpartpicker.com/product/wLNp99/intel-cpu-at80580pj0676m,https://pcpartpicker.com/static/forever/img/no-image.png,intel core 2 quad q9400,4,2.66,,95.0,None,No
282,https://pcpartpicker.com/product/CVjG3C/intel-cpu-bx80646i54670,https://cdna.pcpartpicker.com/static/forever/images/product/3d305a3bb3b9891d1016ccd88b084f6b.256p.jpg,intel core i5-4670,4,3.4,,84.0,Intel HD Graphics 4600,No
283,https://pcpartpicker.com/product/9GPKHx/amd-ryzen-3-2200g-35ghz-quad-core-oemtray-processor-yd2200c4m4mfb,https://pcpartpicker.com/static/forever/img/no-image.png,amd ryzen 3 2200g,4,3.5,3.7,65.0,Radeon Vega 8,No
284,https://pcpartpicker.com/product/4ZkwrH/amd-a8-9600-31ghz-quad-core-processor-ad9600agabbox,https://cdna.pcpartpicker.com/static/forever/images/product/a7ec5caa9d29563e0a61282a46758a91.256p.jpg,amd a8-9600,4,3.1,3.4,65.0,Radeon R7 (on-die),No
285,https://pcpartpicker.com/product/x7xfrH/intel-cpu-bx80637i53450s,https://m.media-amazon.com/images/I/51SE8s7Qz9L.jpg,intel core i5-3450s,4,2.8,,65.0,Intel HD Graphics 2500,No
286,https://pcpartpicker.com/product/9Hdqqs/intel-cpu-bx80646g3420,https://m.media-amazon.com/images/I/518NGYVpObL.jpg,intel pentium g3420,2,3.2,,54.0,Intel HD Graphics,No
287,https://pcpartpicker.com/product/hzrG3C/intel-cpu-hh80557rg025512,https://images-fe.ssl-images-amazon.com/images/I/31%2BzKaYCucL.jpg,intel celeron 420,1,1.6,,35.0,None,No
288,https://pcpartpicker.com/product/cTwkcf/intel-core-i7-9700f-3-ghz-8-core-oemtray-processor-cm8068403874523,https://cdna.pcpartpicker.com/static/forever/images/product/2a54758af56063b11ceb9edee8074090.256p.jpg,intel core i7-9700f,8,3.0,4.7,65.0,None,No
289,https://pcpartpicker.com/product/qMJwrH/intel-cpu-bx80646i34150,https://m.media-amazon.com/images/I/517YLplMnhL.jpg,intel core i3-4150,2,3.5,,54.0,Intel HD Graphics 4400,Yes
290,https://pcpartpicker.com/product/6xzv6h/intel-cpu-bx80619i73820,https://images-na.ssl-images-amazon.com/images/I/51S9HDNJRpL.jpg,intel core i7-3820,4,3.6,,130.0,None,Yes
291,https://pcpartpicker.com/product/WWBTwP/intel-celeron-g4900t-18ghz-dual-core-oemtray-processor-cm8068403379312,https://cdna.pcpartpicker.com/static/forever/images/product/67d6c57eae5170d56282ab69bf97d70b.256p.jpg,intel celeron g4900t,2,1.8,,35.0,Intel UHD Graphics 610,No
292,https://pcpartpicker.com/product/XMkj4D/intel-core-i9-9980xe-3-thz-18-core-oemtray-processor-cd8067304126600,https://cdna.pcpartpicker.com/static/forever/images/product/bb03a268a7ec584613a8b46a1926a0b7.256p.jpg,intel core i9-9980xe,18,3.0,4.4,165.0,None,Yes
293,https://pcpartpicker.com/product/2Hdqqs/intel-cpu-bx80635e52687v2,https://cdna.pcpartpicker.com/static/forever/images/product/3566a2b4f938d244ff5555cc5ad8fd52.256p.jpg,intel xeon e5-2687w v2,8,3.4,4.0,150.0,None,Yes
294,https://pcpartpicker.com/product/HLzZxr/amd-a6-9500-35ghz-dual-core-processor-ad9500agabbox,https://cdna.pcpartpicker.com/static/forever/images/product/dff68b0a86d4d27b43b39812d448529c.256p.jpg,amd a6-9500,2,3.5,3.8,65.0,Radeon R5 (on die),No
295,https://pcpartpicker.com/product/ZRK2FT/intel-xeon-e-2236-34-thz-6-core-processor-bx80684e2236,https://cdna.pcpartpicker.com/static/forever/images/product/064d69bf08b9d925e21ca2af5f3e3b4c.256p.jpg,intel xeon e-2236,6,3.4,4.8,80.0,None,Yes
296,https://pcpartpicker.com/product/HgKhP6/intel-core-i3-7320-41ghz-dual-core-processor-bx80677i37320,https://m.media-amazon.com/images/I/51NQB9peGbL.jpg,intel core i3-7320,2,4.1,,51.0,Intel HD Graphics 630,Yes
297,https://pcpartpicker.com/product/MzrG3C/intel-cpu-eu80580pj0606m,https://images-na.ssl-images-amazon.com/images/I/31wBK7-IhTL.jpg,intel core 2 quad q9300,4,2.5,,95.0,None,No
298,https://pcpartpicker.com/product/XfTmP6/amd-cpu-adx630wfk42gm,https://m.media-amazon.com/images/I/514I1qJUxvL.jpg,amd athlon ii x4 630,4,2.8,,95.0,None,No
299,https://pcpartpicker.com/product/dZmLrH/intel-cpu-bx80605i7860,https://m.media-amazon.com/images/I/51Pf-Co5+iL.jpg,intel core i7-860,4,2.8,,95.0,None,Yes
300,https://pcpartpicker.com/product/6DVD4D/intel-core-i7-9700k-36ghz-8-core-oemtray-processor-cm8068403874212,https://cdna.pcpartpicker.com/static/forever/images/product/fec30788a4d41b1c00c195dc6dffb4e9.256p.jpg,intel core i7-9700k,8,3.6,4.9,95.0,Intel UHD Graphics 630,No
301,https://pcpartpicker.com/product/CxvRsY/intel-cpu-bx80571e3400,https://images-na.ssl-images-amazon.com/images/I/41KETw2ka4L.jpg,intel celeron e3400,2,2.6,,65.0,None,No
302,https://pcpartpicker.com/product/t2h9TW/intel-cpu-bx80633i74820k,https://images-na.ssl-images-amazon.com/images/I/51nLVod1yBL.jpg,intel core i7-4820k,4,3.7,3.9,130.0,None,Yes
303,https://pcpartpicker.com/product/6QzZxr/intel-cpu-bx80644e52630v3,https://m.media-amazon.com/images/I/51ZiBSiwolL.jpg,intel xeon e5-2630 v3,8,2.4,3.2,85.0,None,Yes
304,https://pcpartpicker.com/product/MkZQzy/amd-cpu-hdt90zfbgrbox,https://images-na.ssl-images-amazon.com/images/I/51zg42Jls6L.jpg,amd phenom ii x6 1090t black,6,3.2,,125.0,None,No
305,https://pcpartpicker.com/product/gyn2FT/intel-cpu-bx80623g840,https://m.media-amazon.com/images/I/514i+l5ZrsL.jpg,intel pentium g840,2,2.8,,65.0,Intel HD Graphics,No
306,https://pcpartpicker.com/product/FwrYcf/amd-ryzen-7-2700-32-ghz-8-core-oemtray-processor-yd2700bbm88af,https://pcpartpicker.com/static/forever/img/no-image.png,amd ryzen 7 2700,8,3.2,4.1,65.0,None,Yes
307,https://pcpartpicker.com/product/QBMTwP/intel-core-i5-10600k-41-ghz-6-core-processor-bx8070110600ka,https://m.media-amazon.com/images/I/61M7tRoqePL.jpg,intel core i5-10600k,6,4.1,4.8,125.0,Intel UHD Graphics 630,Yes
308,https://pcpartpicker.com/product/JC648d/intel-core-i5-6402p-28ghz-quad-core-processor-bx80662i56402p,https://images-na.ssl-images-amazon.com/images/I/41PduZ74l4L.jpg,intel core i5-6402p,4,2.8,3.4,65.0,Intel HD Graphics 510,No
